,date,time,confirmed,released,deceased,code,avg_temp,min_temp,max_temp,precipitation,max_wind_speed,most_wind_direction,avg_relative_humidity,province,target
1,2020-01-21,16,0,0,0,40000,-2.3,-8.4,5.0,0.0,2.8,90.0,53.9,1,0
2,2020-01-22,16,0,0,0,40000,0.7,-3.0,3.9,0.0,2.1,20.0,63.6,1,0
3,2020-01-23,16,0,0,0,40000,3.4,-1.4,11.7,0.0,2.2,90.0,64.6,1,0
4,2020-01-24,16,0,0,0,40000,1.3,-4.2,10.2,0.0,1.5,90.0,76.4,1,0
5,2020-01-25,16,0,0,0,40000,2.3,-2.8,9.6,0.0,1.6,90.0,81.3,1,0
6,2020-01-26,16,0,0,0,40000,4.7,-2.3,11.3,0.0,4.7,70.0,68.3,1,0
7,2020-01-27,16,0,0,0,40000,5.4,2.7,7.7,0.0,5.8,70.0,68.4,1,0
8,2020-01-28,16,0,0,0,40000,4.8,1.2,9.1,0.0,4.1,50.0,78.9,1,0
9,2020-01-29,16,0,0,0,40000,4.0,-2.4,10.3,0.0,4.6,90.0,69.5,1,0
10,2020-01-30,16,0,0,0,40000,4.4,-1.3,9.5,0.0,4.0,90.0,64.0,1,0
11,2020-01-31,16,0,0,0,40000,3.0,0.0,6.9,0.0,2.7,90.0,74.0,1,0
12,2020-02-01,16,0,0,0,40000,1.3,-1.9,6.5,0.0,3.6,90.0,77.8,1,0
13,2020-02-02,16,0,0,0,40000,0.9,-2.8,6.0,0.0,2.7,90.0,74.0,1,0
14,2020-02-03,16,0,0,0,40000,0.1,-5.3,4.5,0.0,5.0,270.0,55.5,1,0
15,2020-02-04,16,0,0,0,40000,-1.4,-8.9,4.9,0.0,3.8,270.0,64.5,1,0
16,2020-02-05,16,0,0,0,40000,-6.2,-9.9,-0.5,0.0,4.6,270.0,47.9,1,0
17,2020-02-06,16,0,0,0,40000,-6.6,-13.0,0.8,0.0,2.1,90.0,57.1,1,0
18,2020-02-07,16,0,0,0,40000,-3.1,-9.9,2.5,0.0,3.3,90.0,59.3,1,0
19,2020-02-08,16,0,0,0,40000,0.0,-4.9,4.6,0.0,4.4,270.0,58.4,1,0
20,2020-02-09,16,0,0,0,40000,-2.0,-8.9,4.3,0.0,4.1,270.0,61.5,1,0
21,2020-02-10,16,0,0,0,40000,2.4,-2.0,10.1,0.0,3.2,90.0,60.4,1,0
22,2020-02-11,16,0,0,0,40000,3.8,-5.0,14.4,0.0,1.8,90.0,56.9,1,0
23,2020-02-12,16,0,0,0,40000,5.8,3.5,7.8,0.0,2.3,250.0,88.5,1,0
24,2020-02-13,16,0,0,0,40000,7.6,2.5,13.4,0.0,3.4,270.0,84.1,1,0
25,2020-02-14,16,0,0,0,40000,5.0,2.0,12.3,0.0,1.6,90.0,88.0,1,0
26,2020-02-15,16,0,0,0,40000,8.5,0.1,15.6,0.0,5.1,90.0,75.3,1,0
27,2020-02-16,16,0,0,0,40000,0.1,-4.0,8.1,0.0,6.4,270.0,86.1,1,0
28,2020-02-17,16,0,0,0,40000,-4.6,-6.9,-1.9,0.0,5.9,270.0,67.1,1,0
29,2020-02-18,16,0,0,0,40000,-4.2,-10.0,1.7,0.0,3.7,270.0,59.5,1,0
30,2020-02-19,16,0,0,0,40000,-0.6,-7.6,6.8,0.0,1.9,90.0,68.1,1,0
31,2020-02-20,16,0,0,0,40000,2.5,-3.6,11.0,0.0,1.8,90.0,72.6,1,0
32,2020-02-21,16,1,0,0,40000,4.8,-2.6,12.6,0.0,2.0,90.0,72.0,1,1
33,2020-02-22,16,2,0,0,40000,4.8,1.0,9.1,0.0,9.3,270.0,63.6,1,1
34,2020-02-23,16,0,0,0,40000,1.3,-4.9,8.0,0.0,4.0,90.0,55.6,1,0
35,2020-02-24,16,0,0,0,40000,4.7,-4.4,13.3,0.0,2.0,90.0,55.9,1,0
36,2020-02-25,16,2,0,0,40000,6.1,3.7,7.9,0.0,5.8,90.0,81.9,1,1
37,2020-02-26,16,0,0,0,40000,6.4,0.2,11.9,0.0,2.8,230.0,73.9,1,0
38,2020-02-27,16,3,0,0,40000,5.5,0.9,10.1,0.0,3.7,90.0,60.9,1,1
39,2020-02-28,16,1,0,0,40000,2.9,-0.7,4.8,0.0,2.9,20.0,89.1,1,1
40,2020-02-29,16,1,0,0,40000,6.2,1.8,12.2,0.0,2.1,90.0,80.9,1,1
41,2020-03-01,16,1,0,0,40000,5.9,-0.5,12.2,0.0,4.9,270.0,78.8,1,1
42,2020-03-02,0,0,0,0,40000,4.2,1.1,8.6,0.0,4.1,270.0,61.3,1,0
43,2020-03-03,0,0,0,0,40000,6.0,-2.2,13.3,0.0,4.1,90.0,65.5,1,0
44,2020-03-04,0,0,0,0,40000,2.5,-0.4,7.5,0.0,7.2,270.0,58.5,1,0
45,2020-03-05,0,1,1,0,40000,1.0,-3.0,7.4,0.0,3.7,250.0,55.5,1,1
46,2020-03-06,0,3,0,0,40000,2.0,-6.2,10.6,0.0,1.9,90.0,55.3,1,1
47,2020-03-07,0,5,0,0,40000,4.4,-2.1,11.4,0.0,3.7,90.0,64.8,1,1
48,2020-03-08,0,4,0,0,40000,6.9,-2.3,17.5,0.0,2.5,110.0,61.5,1,1
49,2020-03-09,0,1,2,0,40000,8.9,-0.9,16.8,0.0,3.2,90.0,59.6,1,1
50,2020-03-10,0,0,0,0,40000,6.6,3.2,8.8,0.0,4.9,270.0,88.5,1,0
51,2020-03-11,0,2,0,0,40000,3.3,-1.2,8.4,0.0,6.3,270.0,54.1,1,1
52,2020-03-12,0,0,1,0,40000,4.9,-4.1,15.0,0.0,5.1,250.0,54.3,1,0
53,2020-03-13,0,0,0,0,40000,5.7,-1.4,11.9,0.0,4.8,270.0,50.5,1,0
54,2020-03-14,0,1,1,0,40000,4.0,-4.5,10.3,0.0,5.3,250.0,46.5,1,1
55,2020-03-15,0,3,1,0,40000,4.1,1.0,10.0,0.0,7.7,270.0,54.3,1,1
56,2020-03-16,0,0,0,0,40000,3.1,-4.1,10.6,0.0,4.2,90.0,53.5,1,0
57,2020-03-17,0,0,-1,0,40000,4.4,-2.0,10.7,0.0,3.0,90.0,74.8,1,0
