,date,time,confirmed,released,deceased,code,avg_temp,min_temp,max_temp,precipitation,max_wind_speed,most_wind_direction,avg_relative_humidity,province,target
1,2020-01-21,16,0,0,0,11000,5.0,0.1,10.3,0.0,5.9,20.0,47.5,0,0
2,2020-01-22,16,0,0,0,11000,7.7,4.8,9.3,0.0,5.6,50.0,82.3,0,0
3,2020-01-23,16,0,0,0,11000,8.8,8.1,10.1,0.0,5.7,50.0,97.1,0,0
4,2020-01-24,16,0,0,0,11000,10.2,5.9,15.9,0.0,4.3,50.0,64.0,0,0
5,2020-01-25,16,0,0,0,11000,9.1,8.0,11.6,0.0,4.5,50.0,66.0,0,0
6,2020-01-26,16,0,0,0,11000,9.5,7.4,13.8,0.0,6.5,50.0,64.0,0,0
7,2020-01-27,16,0,0,0,11000,6.7,4.8,10.0,0.0,9.5,50.0,96.0,0,0
8,2020-01-28,16,0,0,0,11000,8.9,6.0,13.1,0.0,6.2,20.0,69.6,0,0
9,2020-01-29,16,0,0,0,11000,8.5,6.6,13.0,0.0,4.9,20.0,59.6,0,0
10,2020-01-30,16,0,0,0,11000,7.1,4.2,12.9,0.0,4.0,50.0,55.3,0,0
11,2020-01-31,16,0,0,0,11000,6.3,2.3,11.2,0.0,5.0,340.0,51.8,0,0
12,2020-02-01,16,0,0,0,11000,5.6,1.5,10.4,0.0,5.0,360.0,50.1,0,0
13,2020-02-02,16,0,0,0,11000,7.1,3.3,11.7,0.0,5.6,250.0,49.9,0,0
14,2020-02-03,16,0,0,0,11000,5.6,2.4,10.4,0.0,4.7,340.0,42.8,0,0
15,2020-02-04,16,0,0,0,11000,5.2,0.3,10.1,0.0,6.3,340.0,34.0,0,0
16,2020-02-05,16,0,0,0,11000,1.8,-2.4,5.0,0.0,8.9,360.0,26.0,0,0
17,2020-02-06,16,0,0,0,11000,1.2,-5.0,7.1,0.0,7.3,340.0,36.4,0,0
18,2020-02-07,16,0,0,0,11000,5.0,2.1,10.4,0.0,5.3,340.0,41.5,0,0
19,2020-02-08,16,0,0,0,11000,4.1,0.4,9.4,0.0,5.5,340.0,41.3,0,0
20,2020-02-09,16,0,0,0,11000,3.8,-0.7,8.9,0.0,7.0,340.0,38.6,0,0
21,2020-02-10,16,0,0,0,11000,6.3,0.7,12.2,0.0,4.7,250.0,47.4,0,0
22,2020-02-11,16,0,0,0,11000,9.7,4.4,14.5,0.0,4.3,230.0,59.6,0,0
23,2020-02-12,16,0,0,0,11000,11.7,9.9,14.1,0.0,7.3,270.0,94.6,0,0
24,2020-02-13,16,0,0,0,11000,11.4,8.1,16.2,0.0,7.6,250.0,81.3,0,0
25,2020-02-14,16,0,0,0,11000,12.3,9.2,18.1,0.0,4.1,50.0,73.5,0,0
26,2020-02-15,16,0,0,0,11000,12.8,9.7,17.3,0.0,5.2,50.0,75.4,0,0
27,2020-02-16,16,0,0,0,11000,7.0,0.8,13.7,0.0,9.8,290.0,65.5,0,0
28,2020-02-17,16,0,0,0,11000,0.1,-3.0,3.0,0.0,11.8,290.0,42.3,0,0
29,2020-02-18,16,0,0,0,11000,1.2,-4.5,7.9,0.0,6.7,290.0,36.8,0,0
30,2020-02-19,16,0,0,0,11000,6.1,0.1,12.5,0.0,5.1,340.0,38.4,0,0
31,2020-02-20,16,8,0,0,11000,9.3,4.6,14.7,0.0,4.7,90.0,45.9,0,1
32,2020-02-21,16,0,0,0,11000,11.0,5.5,16.0,0.0,5.2,50.0,63.3,0,0
33,2020-02-22,16,3,0,0,11000,9.5,5.1,12.9,0.0,14.2,270.0,44.0,0,1
34,2020-02-23,16,8,0,0,11000,6.0,1.1,11.7,0.0,7.4,270.0,40.5,0,1
35,2020-02-24,16,15,0,0,11000,10.8,5.5,15.7,0.0,7.6,230.0,46.9,0,2
36,2020-02-25,16,8,0,0,11000,9.7,7.9,12.7,0.0,5.9,50.0,94.3,0,1
37,2020-02-26,16,16,0,0,11000,9.5,6.8,14.1,0.0,4.5,50.0,79.3,0,2
38,2020-02-27,16,3,0,0,11000,6.8,4.7,10.7,0.0,4.8,50.0,66.4,0,1
39,2020-02-28,16,4,0,0,11000,6.9,4.8,8.9,0.0,3.6,50.0,70.0,0,1
40,2020-02-29,16,15,0,0,11000,9.5,7.0,13.0,0.0,3.9,50.0,72.9,0,2
41,2020-03-01,16,3,0,0,11000,10.8,7.2,15.6,0.0,4.3,50.0,67.3,0,1
42,2020-03-02,0,5,1,0,11000,8.5,5.2,14.7,0.0,6.1,270.0,50.9,0,1
43,2020-03-03,0,2,0,0,11000,8.7,5.6,12.6,0.0,4.5,50.0,63.9,0,1
44,2020-03-04,0,2,1,0,11000,7.9,1.7,13.0,0.0,9.6,270.0,43.1,0,1
45,2020-03-05,0,0,0,0,11000,5.1,-0.3,11.5,0.0,9.4,270.0,42.3,0,0
46,2020-03-06,0,3,0,0,11000,8.1,3.2,12.6,0.0,7.6,200.0,46.4,0,1
47,2020-03-07,0,1,0,0,11000,8.2,6.1,11.8,0.0,3.5,50.0,75.6,0,1
48,2020-03-08,0,0,7,0,11000,10.4,5.5,16.4,0.0,4.7,50.0,67.3,0,0
49,2020-03-09,0,0,1,0,11000,11.0,7.4,15.2,0.0,4.3,50.0,79.5,0,0
50,2020-03-11,0,2,11,0,11000,7.8,3.6,13.5,0.0,6.8,270.0,37.0,0,1
51,2020-03-12,0,1,8,0,11000,9.5,3.6,14.5,0.0,9.5,180.0,39.5,0,1
52,2020-03-13,0,1,7,0,11000,11.6,8.5,17.0,0.0,6.4,250.0,48.5,0,1
53,2020-03-14,0,3,4,0,11000,8.2,4.7,12.0,0.0,6.5,270.0,21.0,0,1
54,2020-03-15,0,3,12,1,11000,7.7,2.9,12.7,0.0,11.2,250.0,39.6,0,1
55,2020-03-16,0,1,1,0,11000,6.6,1.1,11.8,0.0,7.7,320.0,43.0,0,1
56,2020-03-17,0,0,1,0,11000,11.1,6.0,15.9,0.0,11.4,250.0,48.1,0,0
57,2020-03-18,0,0,4,0,11000,12.2,7.7,17.3,0.0,6.8,230.0,50.0,0,0
58,2020-03-19,0,0,0,0,11000,12.6,7.4,18.2,0.0,13.3,250.0,55.1,0,0
59,2020-03-20,0,1,2,0,11000,10.4,6.4,14.8,0.0,9.5,250.0,38.8,0,1
60,2020-03-21,0,0,7,0,11000,13.7,9.8,17.9,0.0,9.3,250.0,64.3,0,0
61,2020-03-22,0,0,2,0,11000,14.1,11.0,17.5,0.0,10.5,70.0,67.5,0,0
62,2020-03-23,0,1,2,0,11000,12.6,8.8,17.1,0.0,7.8,50.0,46.0,0,1
63,2020-03-24,0,2,0,0,11000,11.5,8.6,15.3,0.0,5.3,90.0,52.3,0,1
64,2020-03-25,0,1,2,0,11000,13.0,7.6,17.9,0.0,4.4,180.0,57.1,0,1
65,2020-03-26,0,0,2,1,11000,14.5,12.1,16.3,0.0,6.4,50.0,83.1,0,0
66,2020-03-27,0,1,6,0,11000,13.7,9.7,16.8,0.0,7.9,230.0,97.6,0,1
67,2020-03-28,0,1,0,0,11000,9.4,7.7,13.0,0.0,5.0,50.0,69.6,0,1
68,2020-03-29,0,3,4,1,11000,10.4,6.4,15.1,0.0,5.3,50.0,58.1,0,1
69,2020-03-30,0,1,2,0,11000,11.6,8.6,15.7,0.0,4.8,50.0,62.9,0,1
70,2020-03-31,0,1,0,0,11000,12.9,8.5,18.0,0.0,4.6,50.0,65.1,0,1
71,2020-04-01,0,3,0,0,11000,12.5,10.8,17.1,0.0,5.8,50.0,60.1,0,1
72,2020-04-02,0,0,0,0,11000,11.5,7.2,16.2,0.0,5.7,180.0,42.8,0,0
73,2020-04-03,0,0,1,0,11000,13.8,9.6,19.1,0.0,7.7,200.0,38.6,0,0
74,2020-04-04,0,0,2,0,11000,12.8,8.5,19.6,0.0,9.1,50.0,43.3,0,0
75,2020-04-05,0,0,0,0,11000,9.7,5.6,14.1,0.0,5.9,320.0,43.4,0,0
76,2020-04-06,0,0,1,0,11000,11.7,7.3,15.1,0.0,7.7,200.0,47.3,0,0
77,2020-04-07,0,1,0,0,11000,14.5,9.5,20.6,0.0,7.9,290.0,39.6,0,1
78,2020-04-08,0,2,3,0,11000,13.3,9.2,19.1,0.0,8.8,270.0,44.9,0,1
79,2020-04-09,0,0,3,0,11000,11.8,8.0,18.0,0.0,7.4,50.0,47.8,0,0
80,2020-04-10,0,1,1,0,11000,10.0,8.3,12.2,0.0,4.4,50.0,54.8,0,1
81,2020-04-11,0,0,2,0,11000,10.5,7.9,14.2,0.0,6.4,250.0,68.1,0,0
82,2020-04-12,0,0,3,0,11000,9.0,7.2,11.9,0.0,7.8,50.0,79.4,0,0
83,2020-04-13,0,0,0,0,11000,10.1,6.8,15.5,0.0,6.4,50.0,43.3,0,0
84,2020-04-14,0,0,0,0,11000,15.1,8.8,21.1,0.0,7.6,230.0,32.9,0,0
85,2020-04-15,0,1,4,0,11000,14.5,12.0,18.4,0.0,5.8,270.0,44.6,0,1
86,2020-04-16,0,3,4,0,11000,12.9,10.5,16.7,0.0,5.7,50.0,65.5,0,1
87,2020-04-17,0,0,1,0,11000,12.2,11.3,13.1,0.0,4.1,50.0,88.6,0,0
88,2020-04-18,0,0,0,0,11000,13.9,10.2,20.6,0.0,5.8,180.0,73.4,0,0
89,2020-04-19,0,0,3,0,11000,11.8,10.5,14.7,0.0,5.8,70.0,84.5,0,0
90,2020-04-20,0,2,0,0,11000,14.0,10.1,18.1,0.0,8.3,270.0,68.5,0,1
91,2020-04-21,0,0,0,0,11000,12.2,8.1,18.8,0.0,12.7,270.0,31.8,0,0
92,2020-04-22,0,2,0,0,11000,9.3,5.1,16.0,0.0,11.1,270.0,33.1,0,1
93,2020-04-23,0,1,1,0,11000,10.3,4.4,16.9,0.0,6.0,250.0,36.9,0,1
94,2020-04-24,0,1,0,0,11000,11.1,6.1,14.7,0.0,10.8,200.0,39.1,0,1
95,2020-04-25,0,0,0,0,11000,14.8,10.1,18.3,0.0,13.0,230.0,60.9,0,0
96,2020-04-26,0,1,0,0,11000,14.2,10.4,21.3,0.0,6.8,70.0,53.0,0,1
97,2020-04-27,0,0,1,0,11000,13.7,9.5,19.5,0.0,7.5,230.0,52.5,0,0
98,2020-04-28,0,0,-1,0,11000,14.3,9.5,20.9,0.0,8.8,270.0,51.0,0,0
99,2020-04-29,0,0,0,0,11000,16.2,11.4,24.4,0.0,6.5,290.0,42.5,0,0
100,2020-04-30,0,0,0,0,11000,16.9,13.0,20.1,0.0,10.1,200.0,64.9,0,0
101,2020-05-01,0,0,0,0,11000,19.5,16.7,22.7,0.0,9.4,250.0,77.0,0,0
102,2020-05-02,0,1,1,0,11000,18.7,17.0,21.8,0.0,6.5,250.0,83.1,0,1
103,2020-05-03,0,0,0,0,11000,16.8,16.2,17.9,0.0,5.0,50.0,95.3,0,0
104,2020-05-04,0,0,0,0,11000,19.0,15.8,25.0,0.0,6.8,70.0,84.8,0,0
105,2020-05-05,0,0,0,0,11000,15.9,14.2,18.5,0.0,4.2,90.0,79.8,0,0
106,2020-05-06,0,0,2,0,11000,17.9,14.0,21.8,0.0,6.2,70.0,65.3,0,0
107,2020-05-07,0,0,1,0,11000,16.5,12.5,21.0,0.0,5.2,70.0,50.4,0,0
108,2020-05-08,0,2,3,0,11000,17.4,12.3,21.1,0.0,5.3,50.0,65.8,0,1
109,2020-05-09,0,1,2,0,11000,16.4,14.8,18.6,0.0,9.6,200.0,91.8,0,1
110,2020-05-10,0,0,0,0,11000,17.6,14.7,20.6,0.0,8.9,250.0,76.4,0,0
111,2020-05-11,0,0,0,0,11000,18.8,15.3,25.4,0.0,7.1,200.0,63.6,0,0
112,2020-05-12,0,0,0,0,11000,18.2,15.6,21.4,0.0,10.5,230.0,58.3,0,0
113,2020-05-13,0,3,1,0,11000,17.9,12.5,22.8,0.0,7.7,230.0,46.3,0,1
114,2020-05-14,0,0,1,0,11000,20.1,16.4,25.4,0.0,5.6,200.0,38.4,0,0
115,2020-05-15,0,0,0,0,11000,16.3,14.3,18.8,0.0,6.6,50.0,86.6,0,0
116,2020-05-16,0,0,3,0,11000,18.2,16.1,24.4,0.0,6.2,70.0,91.4,0,0
