,date,time,confirmed,released,deceased,code,avg_temp,min_temp,max_temp,precipitation,max_wind_speed,most_wind_direction,avg_relative_humidity,province
54,2020-03-14,0,0,0,0,15000,4.7,-2.2,11.7,0.0,4.5,230.0,50.5,4
55,2020-03-15,0,0,0,0,15000,5.4,0.8,12.4,0.0,7.0,250.0,51.6,4
56,2020-03-16,0,0,0,0,15000,4.4,-1.8,11.2,0.0,4.2,140.0,48.4,4
57,2020-03-17,0,0,0,0,15000,7.8,2.6,12.8,0.0,4.3,140.0,72.6,4
58,2020-03-18,0,0,0,0,15000,10.4,2.5,19.2,0.0,3.3,160.0,56.1,4
59,2020-03-19,0,0,0,0,15000,10.4,6.6,15.4,0.0,6.4,230.0,51.9,4
60,2020-03-20,0,0,1,0,15000,9.6,3.4,15.8,0.0,5.7,160.0,43.9,4
61,2020-03-21,0,0,0,0,15000,14.6,5.6,23.1,0.0,4.8,140.0,55.4,4
62,2020-03-22,0,2,1,0,15000,13.2,7.4,19.9,0.0,4.7,270.0,47.4,4
63,2020-03-23,0,0,0,0,15000,10.2,2.9,18.2,0.0,4.8,140.0,52.3,4
64,2020-03-24,0,0,0,0,15000,11.4,3.3,19.4,0.0,2.9,200.0,53.0,4
65,2020-03-25,0,0,0,0,15000,13.6,4.2,22.6,0.0,2.5,270.0,48.4,4
66,2020-03-26,0,6,0,0,15000,14.2,9.4,19.4,0.0,3.6,250.0,74.4,4
67,2020-03-27,0,1,3,0,15000,11.9,5.6,14.8,0.0,4.6,250.0,82.1,4
68,2020-03-28,0,0,1,0,15000,7.5,4.1,12.4,0.0,3.5,270.0,38.0,4
69,2020-03-29,0,3,4,0,15000,8.9,0.4,16.7,0.0,4.7,250.0,49.5,4
70,2020-03-30,0,0,3,0,15000,12.2,5.7,19.3,0.0,3.4,160.0,48.6,4
71,2020-03-31,0,2,1,0,15000,12.6,3.7,20.9,0.0,3.5,290.0,43.3,4
72,2020-04-01,0,0,0,0,15000,11.6,6.0,20.3,0.0,5.5,270.0,40.3,4
73,2020-04-02,0,0,0,0,15000,10.1,2.7,18.0,0.0,4.0,250.0,49.0,4
74,2020-04-03,0,0,0,0,15000,11.0,3.3,18.9,0.0,4.2,250.0,44.3,4
75,2020-04-04,0,0,0,0,15000,9.5,4.3,16.6,0.0,6.7,140.0,48.9,4
76,2020-04-05,0,1,0,0,15000,8.0,0.6,16.5,0.0,4.0,270.0,35.0,4
77,2020-04-06,0,2,1,0,15000,9.7,0.9,18.3,0.0,3.0,200.0,47.4,4
78,2020-04-07,0,0,1,0,15000,11.5,4.5,19.2,0.0,5.2,140.0,58.1,4
79,2020-04-08,0,0,0,0,15000,10.1,5.1,16.3,0.0,5.4,250.0,40.5,4
80,2020-04-09,0,0,0,0,15000,9.6,2.4,16.7,0.0,4.2,270.0,44.5,4
81,2020-04-10,0,0,1,0,15000,10.9,5.4,17.9,0.0,3.3,230.0,50.9,4
82,2020-04-11,0,0,1,0,15000,8.9,4.6,14.7,0.0,4.2,140.0,61.1,4
83,2020-04-12,0,0,1,0,15000,8.6,2.5,17.3,0.0,7.6,250.0,70.8,4
84,2020-04-13,0,0,0,0,15000,10.7,4.7,18.5,0.0,4.5,290.0,43.1,4
85,2020-04-14,0,0,1,0,15000,12.9,4.3,21.9,0.0,4.3,180.0,42.8,4
86,2020-04-15,0,0,0,0,15000,12.8,4.0,21.4,0.0,2.1,290.0,40.5,4
87,2020-04-16,0,0,1,0,15000,16.0,6.0,24.1,0.0,7.0,50.0,44.8,4
88,2020-04-17,0,1,0,0,15000,14.3,9.7,20.5,0.0,5.9,50.0,70.1,4
89,2020-04-18,0,-1,0,0,15000,14.2,10.4,21.2,0.0,4.0,160.0,67.8,4
90,2020-04-19,0,0,0,0,15000,11.3,9.2,14.7,0.0,6.8,50.0,85.1,4
91,2020-04-20,0,0,1,0,15000,11.0,7.8,16.2,0.0,4.5,250.0,78.8,4
92,2020-04-21,0,0,0,0,15000,9.0,5.1,14.3,0.0,6.3,250.0,49.8,4
93,2020-04-22,0,1,1,0,15000,7.3,4.0,11.6,0.0,6.1,250.0,42.6,4
94,2020-04-23,0,0,2,0,15000,9.1,4.0,15.1,0.0,5.4,230.0,43.1,4
95,2020-04-24,0,0,1,0,15000,10.7,4.4,16.7,0.0,4.8,160.0,42.8,4
96,2020-04-25,0,0,2,0,15000,14.9,9.0,22.6,0.0,6.3,160.0,47.8,4
97,2020-04-26,0,0,2,0,15000,12.8,6.6,19.3,0.0,4.3,270.0,44.8,4
98,2020-04-27,0,0,0,0,15000,12.1,5.5,18.6,0.0,5.2,250.0,45.3,4
99,2020-04-28,0,0,1,0,15000,13.5,5.1,21.2,0.0,4.9,140.0,54.0,4
100,2020-04-29,0,0,0,0,15000,16.2,8.3,24.5,0.0,5.1,140.0,44.1,4
101,2020-04-30,0,0,0,0,15000,17.7,6.7,26.9,0.0,4.0,160.0,58.4,4
102,2020-05-01,0,0,0,0,15000,22.4,16.4,29.3,0.0,4.2,140.0,69.0,4
103,2020-05-02,0,0,1,0,15000,22.5,19.5,26.9,0.0,3.8,140.0,62.3,4
104,2020-05-03,0,0,0,0,15000,19.2,16.9,22.5,0.0,4.0,20.0,86.9,4
105,2020-05-04,0,0,0,1,15000,20.6,14.0,27.4,0.0,4.3,140.0,73.1,4
106,2020-05-05,0,0,0,0,15000,15.6,11.8,22.2,0.0,3.0,290.0,88.3,4
107,2020-05-06,0,0,2,0,15000,19.7,13.8,27.8,0.0,5.5,290.0,61.9,4
108,2020-05-07,0,1,0,0,15000,19.6,12.3,25.9,0.0,7.5,70.0,36.6,4
109,2020-05-08,0,0,0,0,15000,19.4,12.3,26.2,0.0,5.3,50.0,43.3,4
110,2020-05-09,0,0,0,0,15000,15.9,13.3,18.5,0.0,4.7,70.0,95.6,4
111,2020-05-10,0,0,0,0,15000,14.7,13.2,18.3,0.0,3.6,140.0,91.8,4
112,2020-05-11,0,0,0,0,15000,18.5,14.0,24.4,0.0,4.6,140.0,63.0,4
113,2020-05-12,0,2,0,0,15000,16.5,12.1,21.1,0.0,4.3,200.0,63.3,4
114,2020-05-13,0,0,0,0,15000,16.3,9.2,22.6,0.0,4.4,140.0,50.3,4
115,2020-05-14,0,0,1,0,15000,19.9,11.8,27.8,0.0,3.0,270.0,45.3,4
116,2020-05-15,0,0,0,0,15000,16.7,15.2,19.9,0.0,4.5,70.0,87.1,4
117,2020-05-16,0,0,0,0,15000,17.9,15.9,20.8,0.0,4.1,140.0,87.4,4
118,2020-05-17,0,1,0,0,15000,21.2,15.9,28.5,0.0,2.4,140.0,73.6,4
119,2020-05-18,0,0,0,0,15000,20.2,13.9,27.3,0.0,7.8,50.0,80.3,4
120,2020-05-19,0,0,0,0,15000,13.5,11.7,16.7,0.0,4.6,140.0,85.5,4
121,2020-05-20,0,0,0,0,15000,14.5,8.6,20.7,0.0,2.8,270.0,70.5,4
122,2020-05-21,0,0,0,0,15000,17.5,10.1,23.5,0.0,3.0,270.0,70.4,4
123,2020-05-22,0,0,0,0,15000,19.1,14.5,25.7,0.0,5.0,70.0,76.6,4
124,2020-05-23,0,1,1,0,15000,20.6,14.6,26.3,0.0,3.7,50.0,71.5,4
125,2020-05-24,0,0,0,0,15000,19.8,16.2,24.0,0.0,3.8,160.0,80.4,4
126,2020-05-25,0,0,0,0,15000,17.8,14.4,22.2,0.0,2.2,250.0,81.3,4
127,2020-05-26,0,0,0,0,15000,19.6,14.9,24.9,0.0,3.3,230.0,71.0,4
128,2020-05-27,0,0,0,0,15000,19.1,13.4,25.2,0.0,3.6,270.0,60.3,4
129,2020-05-28,0,0,0,0,15000,19.1,12.7,25.3,0.0,3.5,140.0,70.1,4
130,2020-05-29,0,0,2,0,15000,21.5,16.1,27.6,0.0,2.7,290.0,64.4,4
131,2020-05-30,0,0,0,0,15000,22.7,15.8,29.1,0.0,4.2,360.0,62.6,4
132,2020-05-31,0,1,0,0,15000,21.9,16.7,27.3,0.0,2.4,140.0,67.4,4
133,2020-06-01,0,0,0,0,15000,21.1,16.3,26.5,0.6,4.7,250.0,60.3,4
134,2020-06-02,0,0,0,0,15000,20.1,15.0,23.2,0.0,6.7,140.0,60.4,4
135,2020-06-03,0,0,0,0,15000,23.3,19.3,28.8,0.0,3.5,180.0,75.3,4
136,2020-06-04,0,0,0,0,15000,25.3,21.9,30.9,0.0,5.1,180.0,72.1,4
137,2020-06-05,0,0,0,0,15000,25.4,22.0,30.8,0.0,3.7,180.0,73.0,4
138,2020-06-06,0,0,0,0,15000,24.7,20.0,31.3,3.4,5.0,90.0,74.5,4
139,2020-06-07,0,0,0,0,15000,24.0,20.3,30.1,0.0,3.3,200.0,72.8,4
140,2020-06-08,0,0,1,0,15000,26.2,19.4,32.7,0.0,3.0,20.0,62.4,4
141,2020-06-09,0,0,0,0,15000,27.3,20.3,34.3,0.0,2.8,320.0,59.3,4
142,2020-06-10,0,0,0,0,15000,26.1,21.6,34.2,58.7,4.7,340.0,72.6,4
143,2020-06-11,0,0,0,0,15000,25.4,20.9,30.8,27.7,2.1,340.0,80.8,4
144,2020-06-12,0,0,0,0,15000,24.4,22.0,26.6,3.6,3.5,320.0,88.4,4
145,2020-06-13,0,0,0,0,15000,24.4,21.1,29.9,19.6,5.4,70.0,90.0,4
146,2020-06-14,0,0,0,0,15000,24.4,21.3,28.3,0.8,3.6,200.0,82.1,4
147,2020-06-15,0,0,0,0,15000,23.3,18.7,29.0,0.0,3.5,180.0,71.3,4
148,2020-06-16,0,3,0,0,15000,24.2,18.7,29.5,0.0,3.6,200.0,70.1,4
149,2020-06-17,0,5,0,0,15000,23.5,20.5,27.8,0.0,3.2,200.0,72.0,4
150,2020-06-18,0,7,1,0,15000,20.9,19.9,22.2,0.7,4.1,110.0,82.3,4
151,2020-06-19,0,6,0,0,15000,24.0,18.8,29.2,0.0,2.5,340.0,70.8,4
152,2020-06-20,0,5,0,0,15000,24.8,20.2,29.4,0.1,3.3,250.0,77.5,4
153,2020-06-21,0,10,0,0,15000,26.2,20.4,32.2,0.0,3.3,90.0,72.1,4
154,2020-06-22,0,0,0,0,15000,27.2,20.7,33.8,0.0,3.6,200.0,66.1,4
155,2020-06-23,0,4,0,0,15000,27.0,21.8,31.6,0.0,2.7,320.0,71.4,4
156,2020-06-24,0,8,0,0,15000,23.0,21.3,26.2,7.3,4.7,110.0,84.0,4
157,2020-06-25,0,4,0,0,15000,21.8,20.2,22.8,3.9,4.0,200.0,91.8,4
158,2020-06-26,0,4,0,0,15000,23.2,19.7,27.6,0.1,4.2,200.0,81.5,4
159,2020-06-27,0,2,0,0,15000,24.6,20.0,30.3,0.0,2.1,340.0,79.3,4
160,2020-06-28,0,6,0,0,15000,24.8,19.7,30.0,0.0,2.5,320.0,75.0,4
161,2020-06-29,0,2,0,0,15000,22.4,20.3,27.6,41.5,5.5,110.0,89.9,4
