,date,time,confirmed,released,deceased,code,avg_temp,min_temp,max_temp,precipitation,max_wind_speed,most_wind_direction,avg_relative_humidity,province
651,2020-02-29,16,5,1,0,50000,7.7,2.8,14.0,0.0,2.8,290.0,74.4,12
667,2020-03-01,16,6,1,0,50000,5.6,4.0,8.5,0.0,3.8,270.0,81.0,12
683,2020-03-02,0,6,1,0,50000,4.9,1.8,9.6,0.0,3.8,270.0,60.1,12
699,2020-03-03,0,7,1,0,50000,6.8,0.9,15.5,0.0,4.9,270.0,65.4,12
715,2020-03-04,0,7,1,0,50000,3.8,-0.2,7.8,0.0,7.5,270.0,63.3,12
731,2020-03-05,0,7,2,0,50000,2.6,-1.2,8.2,0.0,4.2,340.0,56.3,12
747,2020-03-06,0,7,2,0,50000,4.5,-3.0,12.4,0.0,2.7,320.0,49.1,12
763,2020-03-07,0,7,2,0,50000,7.0,3.2,12.7,0.0,3.1,140.0,69.9,12
779,2020-03-08,0,7,2,0,50000,9.1,2.3,18.6,0.0,4.4,140.0,66.6,12
795,2020-03-09,0,7,2,0,50000,9.4,3.7,14.7,0.0,2.3,140.0,68.9,12
810,2020-03-10,0,7,2,0,50000,6.4,3.9,9.8,0.0,6.2,270.0,84.4,12
826,2020-03-11,0,7,2,0,50000,4.6,1.3,9.1,0.0,6.6,270.0,51.6,12
842,2020-03-12,0,7,2,0,50000,7.0,-0.9,16.7,0.0,4.2,140.0,51.9,12
858,2020-03-13,0,7,4,0,50000,6.4,2.0,13.5,0.0,5.6,140.0,54.8,12
874,2020-03-14,0,7,4,0,50000,5.0,-0.9,9.7,0.0,5.8,270.0,53.3,12
890,2020-03-15,0,7,4,0,50000,6.0,1.6,13.0,0.0,8.6,290.0,51.1,12
906,2020-03-16,0,7,4,0,50000,4.5,-0.8,11.3,0.0,4.6,270.0,50.9,12
922,2020-03-17,0,7,4,0,50000,8.3,0.7,15.7,0.0,7.2,140.0,65.6,12
938,2020-03-18,0,9,5,0,50000,12.1,3.4,20.1,0.0,3.2,250.0,50.9,12
954,2020-03-19,0,10,5,0,50000,10.3,6.6,16.1,0.0,9.6,270.0,52.9,12
970,2020-03-20,0,10,7,0,50000,9.7,3.9,15.9,0.0,4.9,250.0,44.0,12
986,2020-03-21,0,10,7,0,50000,15.0,7.1,23.7,0.0,4.7,140.0,50.8,12
1002,2020-03-22,0,10,7,0,50000,13.4,7.8,21.1,0.0,5.1,320.0,54.1,12
1018,2020-03-23,0,10,7,0,50000,9.3,3.3,16.0,0.0,4.6,270.0,60.4,12
1034,2020-03-24,0,10,7,0,50000,10.2,3.3,19.1,0.0,4.4,110.0,58.5,12
1050,2020-03-25,0,10,7,0,50000,14.7,6.7,23.3,0.0,4.2,110.0,47.3,12
1066,2020-03-26,0,10,7,0,50000,15.2,12.3,17.0,0.0,3.3,140.0,73.4,12
1082,2020-03-27,0,10,7,0,50000,9.9,5.0,15.6,0.0,5.9,230.0,85.1,12
1098,2020-03-28,0,10,7,0,50000,7.2,3.4,11.6,0.0,4.1,340.0,50.3,12
1114,2020-03-29,0,12,7,0,50000,8.1,0.7,15.9,0.0,5.3,110.0,53.4,12
1130,2020-03-30,0,13,7,0,50000,10.8,6.7,17.5,0.0,4.1,270.0,54.0,12
1146,2020-03-31,0,13,7,0,50000,11.2,4.3,19.5,0.0,3.6,230.0,51.4,12
1162,2020-04-01,0,14,7,0,50000,9.8,5.9,17.2,0.0,7.0,270.0,57.9,12
1178,2020-04-02,0,14,7,0,50000,9.4,2.6,17.2,0.0,4.2,110.0,54.0,12
1194,2020-04-03,0,15,7,0,50000,9.6,3.0,17.4,0.0,5.5,110.0,50.8,12
1210,2020-04-04,0,15,7,0,50000,8.0,3.1,15.5,0.0,5.8,270.0,52.6,12
1226,2020-04-05,0,16,7,0,50000,6.3,0.3,13.3,0.0,5.8,270.0,50.4,12
1242,2020-04-06,0,16,7,0,50000,8.4,0.6,17.4,0.0,4.8,140.0,49.9,12
1258,2020-04-07,0,16,7,0,50000,10.6,4.3,17.7,0.0,4.1,270.0,58.4,12
1274,2020-04-08,0,17,7,0,50000,9.6,4.9,17.0,0.0,6.9,270.0,49.9,12
1290,2020-04-09,0,17,7,0,50000,8.4,2.3,14.8,0.0,4.7,250.0,53.6,12
1306,2020-04-10,0,17,8,0,50000,9.9,6.4,16.6,0.0,4.9,230.0,59.4,12
1322,2020-04-11,0,17,8,0,50000,8.4,5.3,12.2,0.0,3.4,250.0,62.8,12
1338,2020-04-12,0,17,8,0,50000,8.7,3.2,15.5,0.0,6.0,110.0,71.6,12
1354,2020-04-13,0,17,8,0,50000,9.8,3.9,16.5,0.0,5.3,340.0,52.5,12
1370,2020-04-14,0,17,8,0,50000,11.9,4.0,20.1,0.0,4.3,140.0,42.8,12
1386,2020-04-15,0,17,8,0,50000,12.0,4.7,20.5,0.0,4.6,140.0,40.8,12
1402,2020-04-16,0,17,9,0,50000,16.0,5.7,25.0,0.0,4.1,140.0,39.8,12
1418,2020-04-17,0,17,9,0,50000,14.2,10.2,20.5,0.0,5.3,140.0,72.0,12
1434,2020-04-18,0,17,9,0,50000,11.5,8.5,17.2,0.0,5.3,270.0,78.3,12
1450,2020-04-19,0,17,9,0,50000,11.2,8.0,16.1,0.0,2.5,20.0,85.3,12
1466,2020-04-20,0,17,9,0,50000,10.8,7.8,16.2,0.0,6.4,250.0,79.1,12
1482,2020-04-21,0,17,9,0,50000,8.7,5.4,13.8,0.0,7.1,270.0,54.0,12
1498,2020-04-22,0,17,9,0,50000,7.6,5.1,11.6,0.0,6.9,290.0,44.1,12
1514,2020-04-23,0,17,9,0,50000,9.1,4.6,14.3,0.0,6.8,270.0,48.6,12
1530,2020-04-24,0,17,11,0,50000,10.7,3.3,16.5,0.0,7.3,230.0,40.5,12
1546,2020-04-25,0,17,10,0,50000,14.7,8.7,22.8,0.0,9.7,160.0,49.5,12
1562,2020-04-26,0,18,10,0,50000,13.1,7.4,19.6,0.0,4.2,230.0,46.0,12
1578,2020-04-27,0,18,10,0,50000,11.9,5.9,18.6,0.0,5.3,250.0,49.6,12
1594,2020-04-28,0,18,10,0,50000,12.8,5.3,20.8,0.0,4.7,140.0,56.9,12
1610,2020-04-29,0,18,10,0,50000,15.1,7.8,23.0,0.0,4.4,140.0,42.6,12
1626,2020-04-30,0,18,11,0,50000,18.9,8.2,27.1,0.0,4.8,140.0,51.3,12
1642,2020-05-01,0,18,12,0,50000,23.0,16.3,29.1,0.0,5.2,160.0,61.4,12
1658,2020-05-02,0,18,12,0,50000,21.5,19.1,25.9,0.0,3.0,140.0,64.6,12
1674,2020-05-03,0,18,12,0,50000,19.6,16.2,23.0,0.0,4.0,140.0,79.5,12
1690,2020-05-04,0,18,12,0,50000,17.9,10.8,24.2,0.0,4.2,270.0,79.4,12
1706,2020-05-05,0,18,12,0,50000,14.7,10.3,18.8,0.0,3.7,360.0,87.5,12
1722,2020-05-06,0,18,12,0,50000,20.5,13.2,29.2,0.0,4.1,320.0,61.3,12
1738,2020-05-07,0,18,14,0,50000,20.7,13.3,28.1,0.0,3.9,110.0,38.8,12
1754,2020-05-08,0,19,14,0,50000,18.6,11.5,25.6,0.0,4.4,140.0,52.6,12
1770,2020-05-09,0,19,14,0,50000,17.4,13.4,21.7,0.0,6.1,140.0,84.9,12
1786,2020-05-10,0,19,14,0,50000,14.3,12.9,16.8,0.0,3.2,230.0,89.1,12
1802,2020-05-11,0,19,14,0,50000,17.8,12.1,24.0,0.0,3.4,270.0,66.3,12
1818,2020-05-12,0,19,14,0,50000,16.0,11.3,21.5,0.0,7.2,230.0,66.0,12
1834,2020-05-13,0,20,14,0,50000,16.1,9.2,22.1,0.0,4.7,110.0,50.9,12
1850,2020-05-14,0,20,14,0,50000,21.5,13.2,28.8,0.0,3.2,140.0,34.1,12
1866,2020-05-15,0,20,14,0,50000,18.1,16.0,21.3,0.0,5.0,140.0,82.4,12
1882,2020-05-16,0,20,16,0,50000,17.0,15.6,18.6,0.0,2.6,270.0,88.8,12
1898,2020-05-17,0,20,16,0,50000,20.1,14.6,27.8,0.0,3.7,290.0,76.6,12
1914,2020-05-18,0,20,18,0,50000,19.4,13.2,27.8,0.0,5.5,160.0,77.9,12
1930,2020-05-19,0,20,19,0,50000,13.9,12.1,16.7,0.0,7.2,250.0,81.8,12
1946,2020-05-20,0,21,19,0,50000,15.4,10.9,21.0,0.0,3.9,230.0,67.8,12
1962,2020-05-21,0,21,19,0,50000,17.8,10.8,24.6,0.0,2.9,140.0,69.1,12
1978,2020-05-22,0,21,19,0,50000,19.7,14.5,26.8,0.0,3.5,140.0,66.0,12
1994,2020-05-23,0,21,19,0,50000,20.6,14.1,26.4,0.0,3.8,140.0,64.1,12
2010,2020-05-24,0,21,19,0,50000,18.3,14.5,21.9,0.0,4.8,230.0,83.8,12
2026,2020-05-25,0,21,19,0,50000,16.5,13.9,21.9,0.0,3.9,270.0,81.6,12
2042,2020-05-26,0,21,19,0,50000,17.9,14.6,24.4,0.0,5.3,270.0,77.4,12
2058,2020-05-27,0,21,19,0,50000,18.4,14.0,24.4,0.0,4.5,290.0,70.4,12
2074,2020-05-28,0,21,19,0,50000,18.3,12.4,25.2,0.0,4.7,140.0,69.4,12
2090,2020-05-29,0,21,19,0,50000,21.1,14.2,27.8,0.0,3.1,340.0,64.0,12
2106,2020-05-30,0,21,19,0,50000,22.8,17.9,28.8,0.0,2.9,110.0,55.5,12
2122,2020-05-31,0,21,19,0,50000,20.9,17.3,26.7,0.0,4.2,250.0,61.8,12
2137,2020-06-01,0,21,19,0,50000,19.5,16.1,25.4,1.1,5.5,270.0,73.9,12
2152,2020-06-02,0,21,19,0,50000,20.0,13.5,25.5,0.0,3.6,90.0,57.4,12
2167,2020-06-03,0,21,19,0,50000,23.3,19.5,29.1,0.0,3.8,250.0,72.1,12
2182,2020-06-04,0,21,19,0,50000,24.5,20.7,30.6,0.0,3.9,230.0,72.8,12
2197,2020-06-05,0,21,19,0,50000,24.0,20.6,30.4,0.0,3.5,270.0,75.8,12
2212,2020-06-06,0,21,19,0,50000,23.2,19.9,30.4,0.0,5.9,320.0,78.8,12
2227,2020-06-07,0,21,19,0,50000,23.3,20.0,30.2,0.0,4.1,270.0,71.0,12
2242,2020-06-08,0,21,19,0,50000,25.7,18.7,32.8,0.0,4.9,270.0,61.1,12
2257,2020-06-09,0,21,19,0,50000,27.3,19.7,35.1,0.0,4.1,140.0,51.0,12
2272,2020-06-10,0,21,19,0,50000,26.0,21.4,34.4,9.7,4.2,140.0,67.6,12
2287,2020-06-11,0,21,19,0,50000,25.1,20.6,31.0,19.1,3.6,340.0,79.8,12
2302,2020-06-12,0,21,19,0,50000,23.8,21.4,27.9,5.0,3.2,320.0,85.1,12
2317,2020-06-13,0,21,19,0,50000,24.5,21.5,29.2,16.8,2.9,200.0,86.0,12
2332,2020-06-14,0,21,19,0,50000,22.9,20.4,25.8,90.6,3.8,250.0,85.3,12
2347,2020-06-15,0,21,19,0,50000,22.4,18.1,27.9,0.0,3.7,270.0,71.1,12
2362,2020-06-16,0,21,20,0,50000,22.8,18.2,28.4,0.0,3.3,250.0,69.5,12
2377,2020-06-17,0,21,20,0,50000,22.3,19.1,26.9,0.5,3.4,270.0,73.5,12
2392,2020-06-18,0,22,20,0,50000,19.8,18.5,22.3,7.4,2.8,340.0,86.4,12
2407,2020-06-19,0,22,20,0,50000,22.9,18.0,29.2,0.0,4.8,270.0,71.4,12
2422,2020-06-20,0,23,20,0,50000,22.9,19.0,27.7,0.0,3.3,270.0,75.0,12
2437,2020-06-21,0,23,20,0,50000,24.5,19.2,31.6,0.0,3.5,230.0,70.3,12
2452,2020-06-22,0,24,20,0,50000,25.4,19.8,31.9,0.0,4.1,250.0,72.8,12
2467,2020-06-23,0,24,20,0,50000,26.0,21.2,31.1,0.0,3.3,140.0,64.8,12
2482,2020-06-24,0,25,20,0,50000,23.7,21.6,26.7,2.4,4.9,140.0,72.4,12
2497,2020-06-25,0,25,20,0,50000,22.3,20.1,24.1,0.3,3.5,230.0,83.4,12
2512,2020-06-26,0,25,20,0,50000,22.8,19.6,26.9,0.4,3.8,270.0,77.3,12
2527,2020-06-27,0,26,20,0,50000,24.8,19.8,30.8,0.0,2.6,340.0,72.6,12
2542,2020-06-28,0,26,21,0,50000,23.5,20.7,29.0,0.0,3.7,250.0,77.6,12
2557,2020-06-29,0,27,21,0,50000,22.0,19.7,26.5,27.6,4.4,90.0,85.1,12
