,date,time,confirmed,released,deceased,code,avg_temp,min_temp,max_temp,precipitation,max_wind_speed,most_wind_direction,avg_relative_humidity,province,target
1,2020-01-21,16,0,0,0,61000,2.9,-1.1,7.7,0.0,5.6,20.0,44.3,9,0
2,2020-01-22,16,0,0,0,61000,3.6,2.7,5.0,0.0,3.0,360.0,76.0,9,0
3,2020-01-23,16,0,0,0,61000,5.4,3.0,7.3,0.0,3.2,20.0,88.3,9,0
4,2020-01-24,16,0,0,0,61000,7.6,3.0,12.2,0.0,4.0,50.0,63.9,9,0
5,2020-01-25,16,0,0,0,61000,7.6,5.1,9.7,0.0,2.7,20.0,67.1,9,0
6,2020-01-26,16,0,0,0,61000,7.8,4.0,10.9,0.0,5.2,50.0,64.6,9,0
7,2020-01-27,16,0,0,0,61000,5.9,4.2,9.4,0.0,6.8,50.0,82.3,9,0
8,2020-01-28,16,0,0,0,61000,7.8,5.1,10.8,0.0,3.2,180.0,67.0,9,0
9,2020-01-29,16,0,0,0,61000,7.3,5.0,10.0,0.0,2.2,250.0,64.6,9,0
10,2020-01-30,16,0,0,0,61000,6.0,3.0,10.5,0.0,2.8,70.0,59.5,9,0
11,2020-01-31,16,0,0,0,61000,4.6,1.1,8.8,0.0,4.2,50.0,59.4,9,0
12,2020-02-01,16,0,0,0,61000,4.3,-0.4,9.2,0.0,4.7,20.0,55.8,9,0
13,2020-02-02,16,0,0,0,61000,4.5,0.4,9.9,0.0,3.4,360.0,60.6,9,0
14,2020-02-03,16,0,0,0,61000,4.1,0.3,7.9,0.0,4.7,360.0,43.5,9,0
15,2020-02-04,16,0,0,0,61000,3.1,-2.2,7.8,0.0,5.6,50.0,36.9,9,0
16,2020-02-05,16,0,0,0,61000,-0.3,-4.3,4.1,0.0,6.0,50.0,30.6,9,0
17,2020-02-06,16,0,0,0,61000,-1.4,-6.7,3.6,0.0,6.5,50.0,25.8,9,0
18,2020-02-07,16,0,0,0,61000,2.8,-1.9,8.1,0.0,4.1,20.0,33.8,9,0
19,2020-02-08,16,0,0,0,61000,3.0,-0.3,8.6,0.0,4.6,20.0,41.9,9,0
20,2020-02-09,16,0,0,0,61000,2.3,-2.1,7.9,0.0,4.9,20.0,40.0,9,0
21,2020-02-10,16,0,0,0,61000,4.2,-1.5,10.8,0.0,3.5,110.0,56.0,9,0
22,2020-02-11,16,0,0,0,61000,7.0,0.6,13.3,0.0,3.3,340.0,58.0,9,0
23,2020-02-12,16,0,0,0,61000,9.9,6.8,12.7,0.0,2.7,200.0,90.4,9,0
24,2020-02-13,16,0,0,0,61000,9.8,5.1,15.6,0.0,4.1,250.0,78.1,9,0
25,2020-02-14,16,0,0,0,61000,10.5,6.2,18.0,0.0,4.2,50.0,66.8,9,0
26,2020-02-15,16,0,0,0,61000,11.3,6.3,16.6,0.0,3.9,180.0,73.0,9,0
27,2020-02-16,16,0,0,0,61000,5.2,-0.3,12.3,0.0,5.8,290.0,61.3,9,0
28,2020-02-17,16,0,0,0,61000,-0.7,-3.9,2.6,0.0,4.6,270.0,44.4,9,0
29,2020-02-18,16,0,0,0,61000,0.0,-5.7,4.9,0.0,5.2,50.0,40.3,9,0
30,2020-02-19,16,3,0,0,61000,5.0,-0.4,11.2,0.0,5.7,50.0,40.4,9,1
31,2020-02-20,16,0,0,0,61000,7.1,2.2,14.0,0.0,4.3,50.0,46.9,9,0
32,2020-02-21,16,4,0,0,61000,8.6,2.9,14.7,0.0,4.8,140.0,62.5,9,1
33,2020-02-22,16,0,0,0,61000,8.5,3.6,12.4,0.0,5.2,290.0,41.0,9,0
34,2020-02-23,16,10,0,0,61000,4.9,-0.8,10.5,0.0,3.9,90.0,43.4,9,1
35,2020-02-24,16,3,0,0,61000,8.4,0.1,15.9,0.0,4.1,160.0,54.8,9,1
36,2020-02-25,16,3,0,0,61000,8.1,7.1,10.0,0.0,3.0,20.0,93.3,9,1
37,2020-02-26,16,11,0,0,61000,9.0,6.6,13.2,0.0,5.8,20.0,75.5,9,2
38,2020-02-27,16,9,0,0,61000,5.9,3.3,9.2,0.0,4.1,20.0,66.3,9,1
39,2020-02-28,16,6,1,0,61000,5.1,3.4,7.5,0.0,3.2,50.0,76.8,9,1
40,2020-02-29,16,10,0,0,61000,6.3,3.8,10.3,0.0,5.0,20.0,78.3,9,1
41,2020-03-01,16,4,0,0,61000,8.9,3.9,14.8,0.0,4.1,360.0,71.4,9,1
