,date,time,confirmed,released,deceased,code,avg_temp,min_temp,max_temp,precipitation,max_wind_speed,most_wind_direction,avg_relative_humidity,province
79,2020-04-08,0,11,5,2,10000,9.4,5.2,14.2,0.0,5.9,290.0,25.5,14
80,2020-04-09,0,12,5,0,10000,8.9,4.3,14.7,0.0,5.7,270.0,44.6,14
81,2020-04-10,0,5,11,0,10000,10.7,5.8,16.8,0.0,4.1,290.0,52.6,14
82,2020-04-11,0,4,10,0,10000,9.9,6.2,16.0,0.0,4.9,290.0,63.8,14
83,2020-04-12,0,3,7,0,10000,9.9,4.4,15.6,0.0,7.4,90.0,58.6,14
84,2020-04-13,0,8,12,0,10000,12.4,4.3,20.4,0.0,5.5,70.0,39.4,14
85,2020-04-14,0,2,14,0,10000,13.0,7.6,19.6,0.0,5.3,290.0,46.8,14
86,2020-04-15,0,5,11,0,10000,13.2,7.2,20.2,0.0,5.6,290.0,39.8,14
87,2020-04-16,0,2,11,0,10000,16.0,8.9,23.8,0.0,4.5,90.0,39.9,14
88,2020-04-17,0,2,18,0,10000,12.5,10.4,15.4,0.0,4.8,110.0,77.8,14
89,2020-04-18,0,1,6,0,10000,13.5,8.5,19.6,0.0,4.8,320.0,67.9,14
90,2020-04-19,0,2,14,0,10000,12.3,9.5,15.5,0.0,5.2,90.0,75.8,14
91,2020-04-20,0,0,16,0,10000,10.0,7.6,13.1,0.0,6.8,250.0,73.0,14
92,2020-04-21,0,2,11,0,10000,7.4,4.8,10.4,0.0,8.9,290.0,49.0,14
93,2020-04-22,0,2,7,0,10000,6.0,4.1,8.3,0.0,6.4,290.0,46.8,14
94,2020-04-23,0,0,20,0,10000,7.9,2.9,12.8,0.0,7.9,290.0,47.8,14
95,2020-04-24,0,0,20,0,10000,9.9,4.1,14.3,0.0,8.2,270.0,55.6,14
96,2020-04-25,0,1,21,0,10000,13.1,9.9,17.1,0.0,7.8,250.0,54.4,14
97,2020-04-26,0,0,5,0,10000,12.3,6.8,19.0,0.0,6.5,290.0,43.1,14
98,2020-04-27,0,0,5,0,10000,12.9,8.7,18.3,0.0,5.5,320.0,49.8,14
99,2020-04-28,0,4,34,0,10000,13.9,7.8,19.9,0.0,5.5,250.0,50.0,14
100,2020-04-29,0,0,10,0,10000,14.9,9.3,21.0,0.0,5.2,290.0,48.6,14
101,2020-04-30,0,0,16,0,10000,17.1,9.3,23.4,0.0,5.9,250.0,57.1,14
102,2020-05-01,0,1,2,0,10000,20.2,16.4,26.2,0.0,5.5,270.0,73.6,14
103,2020-05-02,0,1,8,0,10000,20.3,18.0,23.9,0.0,4.6,290.0,79.6,14
104,2020-05-03,0,2,10,0,10000,21.8,17.0,27.4,0.0,3.9,90.0,68.8,14
105,2020-05-04,0,0,8,0,10000,20.2,14.8,25.3,0.0,4.6,290.0,63.9,14
106,2020-05-05,0,0,8,0,10000,16.0,13.1,19.3,0.0,5.3,290.0,67.9,14
107,2020-05-06,0,0,5,0,10000,19.4,11.1,27.6,0.0,4.4,70.0,50.0,14
108,2020-05-07,0,0,14,0,10000,20.7,14.9,26.5,0.0,4.3,90.0,32.5,14
109,2020-05-08,0,0,12,0,10000,19.9,14.3,27.3,0.0,4.5,160.0,32.8,14
110,2020-05-09,0,12,16,0,10000,14.2,12.7,16.8,0.0,5.9,90.0,94.4,14
111,2020-05-10,0,14,5,0,10000,14.4,12.8,16.6,0.0,4.1,250.0,88.6,14
112,2020-05-11,0,20,4,0,10000,16.5,12.4,22.0,0.0,5.6,250.0,61.0,14
113,2020-05-12,0,12,9,0,10000,14.3,10.5,18.9,0.0,5.4,250.0,69.4,14
114,2020-05-13,0,12,4,1,10000,16.1,10.2,21.8,0.0,6.5,270.0,47.3,14
115,2020-05-14,0,4,6,1,10000,19.3,12.4,25.4,0.0,4.3,90.0,35.4,14
116,2020-05-15,0,14,5,0,10000,16.1,14.1,20.2,0.0,5.3,90.0,81.4,14
117,2020-05-16,0,5,5,0,10000,16.7,15.0,20.3,0.0,3.3,290.0,90.3,14
118,2020-05-17,0,5,1,0,10000,19.1,14.6,24.9,0.0,4.3,320.0,80.1,14
119,2020-05-18,0,1,4,0,10000,19.1,13.2,26.8,0.0,7.2,140.0,79.4,14
120,2020-05-19,0,6,8,0,10000,13.0,10.1,17.1,0.0,7.2,50.0,73.6,14
121,2020-05-20,0,10,5,0,10000,14.4,9.2,20.1,0.0,3.0,90.0,60.4,14
122,2020-05-21,0,4,4,0,10000,17.4,10.9,22.9,0.0,3.3,90.0,56.1,14
123,2020-05-22,0,2,3,0,10000,18.5,14.8,22.7,0.0,4.9,290.0,68.5,14
124,2020-05-23,0,4,5,0,10000,20.1,16.6,25.0,0.0,4.7,290.0,66.1,14
125,2020-05-24,0,6,0,0,10000,17.1,14.3,20.2,0.0,6.5,230.0,84.8,14
126,2020-05-25,0,6,3,0,10000,16.6,13.7,21.3,0.0,3.8,320.0,81.0,14
127,2020-05-26,0,9,7,0,10000,16.2,12.7,22.9,0.0,5.4,290.0,81.9,14
128,2020-05-27,0,19,4,0,10000,17.4,11.8,23.9,0.0,5.9,320.0,68.5,14
129,2020-05-28,0,24,3,0,10000,18.7,14.2,23.4,0.0,3.9,320.0,62.8,14
130,2020-05-29,0,20,2,0,10000,20.7,14.6,27.6,0.0,4.1,290.0,65.6,14
131,2020-05-30,0,9,4,0,10000,22.6,16.5,30.0,0.0,4.3,290.0,57.3,14
132,2020-05-31,0,6,0,0,10000,21.2,17.6,28.0,0.0,5.7,320.0,63.0,14
133,2020-06-01,0,1,0,0,10000,19.7,16.6,24.5,0.4,6.2,290.0,64.3,14
134,2020-06-02,0,14,11,0,10000,17.9,14.8,21.8,2.0,4.1,290.0,71.0,14
135,2020-06-03,0,19,1,0,10000,22.0,17.6,28.4,0.0,5.6,290.0,73.3,14
136,2020-06-04,0,14,5,0,10000,21.9,19.7,26.5,0.2,4.7,250.0,81.1,14
137,2020-06-05,0,15,1,0,10000,23.0,18.4,28.7,0.0,3.8,290.0,69.4,14
138,2020-06-06,0,23,5,0,10000,24.6,19.2,30.9,0.0,4.4,290.0,63.6,14
139,2020-06-07,0,27,1,0,10000,22.7,19.2,29.2,0.0,5.1,290.0,69.4,14
140,2020-06-08,0,22,0,0,10000,25.0,19.8,32.0,0.0,5.5,290.0,63.6,14
141,2020-06-09,0,19,13,0,10000,26.7,20.3,32.8,0.0,4.3,320.0,51.6,14
142,2020-06-10,0,12,1,0,10000,25.8,22.5,32.1,6.2,6.2,290.0,63.8,14
143,2020-06-11,0,21,10,0,10000,26.1,21.7,31.6,0.0,4.6,290.0,68.3,14
144,2020-06-12,0,25,5,0,10000,24.7,21.6,27.6,0.0,3.0,290.0,68.6,14
145,2020-06-13,0,28,8,0,10000,26.9,20.6,33.5,0.0,5.0,290.0,52.8,14
146,2020-06-14,0,12,1,0,10000,24.0,20.1,28.8,1.1,5.9,270.0,70.6,14
147,2020-06-15,0,7,0,0,10000,23.0,18.2,28.6,0.0,6.3,270.0,62.3,14
148,2020-06-16,0,12,14,0,10000,24.4,20.0,30.7,0.0,4.4,290.0,63.0,14
149,2020-06-17,0,13,7,1,10000,24.3,20.2,30.3,0.0,4.3,290.0,58.6,14
150,2020-06-18,0,25,8,1,10000,23.4,20.3,27.3,0.0,3.4,320.0,61.4,14
151,2020-06-19,0,18,6,0,10000,24.7,21.1,30.0,0.1,4.2,70.0,61.4,14
152,2020-06-20,0,14,6,0,10000,24.9,20.7,29.7,0.0,4.6,290.0,62.6,14
153,2020-06-21,0,17,3,0,10000,26.1,19.5,32.7,0.0,4.5,320.0,59.5,14
154,2020-06-22,0,5,0,0,10000,28.6,21.7,35.4,0.0,4.1,290.0,50.5,14
155,2020-06-23,0,6,10,0,10000,27.3,23.2,31.0,0.0,3.7,270.0,53.5,14
156,2020-06-24,0,11,4,0,10000,22.3,19.9,26.3,37.6,5.7,50.0,83.5,14
157,2020-06-25,0,9,14,1,10000,21.6,20.1,23.4,13.3,4.3,180.0,91.0,14
158,2020-06-26,0,17,82,0,10000,21.8,19.2,25.7,2.1,5.3,230.0,82.1,14
159,2020-06-27,0,17,68,0,10000,24.1,20.4,29.6,0.0,5.4,250.0,70.4,14
160,2020-06-28,0,14,12,0,10000,25.2,21.5,30.1,0.0,4.7,270.0,70.5,14
161,2020-06-29,0,7,19,0,10000,23.8,20.6,26.5,11.9,5.9,50.0,77.0,14
