,date,time,confirmed,released,deceased,code,avg_temp,min_temp,max_temp,precipitation,max_wind_speed,most_wind_direction,avg_relative_humidity,province
60,2020-03-20,0,0,0,0,70000,12.0,7.2,16.0,0.0,6.5,320.0,37.4,11
61,2020-03-21,0,0,0,0,70000,17.4,9.9,22.8,0.0,5.7,160.0,45.0,11
62,2020-03-22,0,0,1,0,70000,14.4,11.3,18.5,0.0,5.1,320.0,71.3,11
63,2020-03-23,0,0,0,0,70000,12.7,9.3,16.3,0.0,5.1,320.0,51.6,11
64,2020-03-24,0,0,1,0,70000,12.6,8.8,15.8,0.0,6.3,50.0,62.8,11
65,2020-03-25,0,2,0,0,70000,16.3,10.8,20.9,0.0,5.7,110.0,56.4,11
66,2020-03-26,0,0,0,0,70000,17.9,15.0,23.2,0.0,6.1,70.0,85.5,11
67,2020-03-27,0,1,0,0,70000,12.0,8.4,19.9,0.0,7.1,270.0,82.5,11
68,2020-03-28,0,1,0,0,70000,9.0,7.1,9.9,0.0,4.3,360.0,61.6,11
69,2020-03-29,0,0,0,0,70000,11.2,6.6,14.4,0.0,7.0,50.0,67.8,11
70,2020-03-30,0,1,0,0,70000,13.5,11.7,15.9,0.0,5.5,50.0,65.3,11
71,2020-03-31,0,0,-1,0,70000,13.9,11.3,17.2,0.0,6.1,50.0,66.8,11
72,2020-04-01,0,0,0,0,70000,11.6,8.4,15.4,0.0,6.6,290.0,62.8,11
73,2020-04-02,0,0,0,0,70000,11.8,8.7,14.7,0.0,4.8,20.0,57.4,11
74,2020-04-03,0,0,0,0,70000,12.8,10.9,16.3,0.0,4.2,270.0,49.4,11
75,2020-04-04,0,0,1,0,70000,11.6,7.6,16.9,0.0,7.0,270.0,53.4,11
76,2020-04-05,0,3,0,0,70000,9.7,7.4,13.4,0.0,5.2,360.0,49.6,11
77,2020-04-06,0,0,0,0,70000,10.7,6.0,14.3,0.0,3.6,270.0,56.8,11
78,2020-04-07,0,0,0,0,70000,13.4,8.9,17.9,0.0,5.3,230.0,45.5,11
79,2020-04-08,0,0,0,0,70000,12.9,10.5,16.8,0.0,4.4,250.0,46.5,11
80,2020-04-09,0,0,0,0,70000,12.1,8.8,15.3,0.0,4.8,180.0,42.8,11
81,2020-04-10,0,0,0,0,70000,12.9,9.9,15.9,0.0,4.0,360.0,59.9,11
82,2020-04-11,0,0,0,0,70000,12.3,9.7,16.8,0.0,8.7,50.0,80.1,11
83,2020-04-12,0,0,0,0,70000,9.8,7.5,11.2,0.0,7.0,20.0,81.5,11
84,2020-04-13,0,0,1,0,70000,11.6,9.6,13.8,0.0,7.2,360.0,60.4,11
85,2020-04-14,0,0,0,0,70000,13.2,8.3,16.6,0.0,3.6,180.0,44.1,11
86,2020-04-15,0,1,0,0,70000,13.4,10.1,16.9,0.0,3.9,360.0,52.5,11
87,2020-04-16,0,0,0,0,70000,15.9,10.3,21.4,0.0,8.0,160.0,58.0,11
88,2020-04-17,0,0,0,0,70000,16.0,13.6,18.7,0.0,7.4,250.0,72.8,11
89,2020-04-18,0,0,1,0,70000,12.9,11.1,16.2,0.0,5.4,290.0,74.5,11
90,2020-04-19,0,0,0,0,70000,13.3,11.0,15.6,0.0,9.5,90.0,85.4,11
91,2020-04-20,0,0,0,0,70000,13.8,11.6,18.0,0.0,7.0,290.0,74.1,11
92,2020-04-21,0,0,0,0,70000,12.8,10.2,16.5,0.0,6.2,290.0,42.3,11
93,2020-04-22,0,0,2,0,70000,11.1,8.7,14.8,0.0,9.3,290.0,47.1,11
94,2020-04-23,0,0,0,0,70000,11.1,8.7,14.1,0.0,7.5,270.0,50.6,11
95,2020-04-24,0,0,0,0,70000,13.1,9.1,16.8,0.0,7.1,290.0,43.6,11
96,2020-04-25,0,0,0,0,70000,18.3,10.2,23.0,0.0,10.1,230.0,39.9,11
97,2020-04-26,0,0,-1,0,70000,14.2,11.1,18.9,0.0,4.7,290.0,53.3,11
98,2020-04-27,0,0,1,0,70000,14.3,11.0,17.7,0.0,4.8,270.0,53.1,11
99,2020-04-28,0,0,-1,0,70000,15.2,10.4,19.7,0.0,4.8,250.0,37.6,11
100,2020-04-29,0,0,1,0,70000,15.9,13.0,20.0,0.0,4.5,20.0,39.9,11
101,2020-04-30,0,0,0,0,70000,19.0,12.5,24.8,0.0,5.7,50.0,58.9,11
102,2020-05-01,0,0,0,0,70000,20.5,17.4,24.6,0.0,4.8,20.0,71.4,11
103,2020-05-02,0,0,0,0,70000,19.2,16.4,21.9,0.0,3.8,270.0,83.1,11
104,2020-05-03,0,0,0,0,70000,19.2,16.0,23.6,0.0,5.0,230.0,88.8,11
105,2020-05-04,0,0,0,0,70000,18.5,15.5,23.7,0.0,6.0,270.0,83.6,11
106,2020-05-05,0,0,0,0,70000,17.6,14.2,24.6,0.0,6.7,50.0,86.0,11
107,2020-05-06,0,0,4,0,70000,19.5,15.9,24.5,0.0,7.2,50.0,72.6,11
108,2020-05-07,0,0,0,0,70000,17.8,14.8,22.9,0.0,8.7,90.0,65.1,11
109,2020-05-08,0,0,0,0,70000,20.9,15.5,26.5,0.0,6.2,90.0,65.0,11
110,2020-05-09,0,0,1,0,70000,21.3,15.5,27.7,0.0,10.4,270.0,71.8,11
111,2020-05-10,0,1,0,0,70000,16.0,15.0,18.1,0.0,5.8,250.0,81.9,11
112,2020-05-11,0,0,0,0,70000,17.3,14.6,23.2,0.0,4.7,270.0,77.0,11
113,2020-05-12,0,0,-1,0,70000,18.5,14.9,25.1,0.0,10.1,270.0,57.9,11
114,2020-05-13,0,0,0,0,70000,17.0,13.2,20.4,0.0,4.1,320.0,47.4,11
115,2020-05-14,0,0,0,0,70000,20.2,15.2,25.8,0.0,4.0,250.0,40.4,11
116,2020-05-15,0,0,0,0,70000,22.1,19.0,27.1,0.0,8.0,230.0,78.5,11
117,2020-05-16,0,0,-1,0,70000,16.6,14.0,19.1,0.0,4.0,290.0,96.5,11
118,2020-05-17,0,0,0,0,70000,17.0,13.6,21.9,0.0,5.2,270.0,87.1,11
119,2020-05-18,0,0,0,0,70000,19.2,15.9,29.5,0.0,9.5,250.0,81.6,11
120,2020-05-19,0,0,0,0,70000,17.2,14.4,21.1,0.0,12.1,250.0,67.1,11
121,2020-05-20,0,0,2,0,70000,16.6,13.8,20.6,0.0,5.0,290.0,71.6,11
122,2020-05-21,0,0,0,0,70000,18.8,14.5,24.6,0.0,7.1,50.0,66.9,11
123,2020-05-22,0,0,0,0,70000,19.1,16.3,23.9,0.0,7.8,90.0,70.4,11
124,2020-05-23,0,0,0,0,70000,19.6,16.1,22.4,0.0,6.8,50.0,73.1,11
125,2020-05-24,0,0,0,0,70000,20.4,17.9,26.1,0.0,5.7,290.0,77.3,11
126,2020-05-25,0,0,0,0,70000,17.7,16.4,20.6,0.0,4.6,290.0,85.5,11
127,2020-05-26,0,0,0,0,70000,18.4,16.5,21.1,0.0,4.7,270.0,71.0,11
128,2020-05-27,0,0,0,0,70000,18.2,16.0,21.1,0.0,4.6,250.0,73.0,11
129,2020-05-28,0,0,0,0,70000,19.7,15.9,25.0,0.0,6.5,270.0,63.0,11
130,2020-05-29,0,0,0,0,70000,18.5,14.7,20.5,0.0,4.3,250.0,78.3,11
131,2020-05-30,0,0,0,0,70000,20.0,17.8,23.6,0.0,5.3,50.0,79.5,11
132,2020-05-31,0,1,0,0,70000,19.7,17.1,23.6,0.0,6.2,70.0,88.1,11
133,2020-06-01,0,0,0,0,70000,18.7,16.7,21.7,0.4,4.1,270.0,83.0,11
134,2020-06-02,0,0,0,0,70000,18.6,15.0,22.5,0.0,4.5,20.0,69.3,11
135,2020-06-03,0,0,0,0,70000,20.5,18.1,24.7,0.0,3.9,20.0,83.6,11
136,2020-06-04,0,0,0,0,70000,21.2,18.7,25.3,0.0,3.8,20.0,86.4,11
137,2020-06-05,0,0,0,0,70000,19.9,17.4,24.2,0.0,3.2,20.0,92.9,11
138,2020-06-06,0,0,0,0,70000,21.2,19.2,26.5,0.0,7.0,50.0,85.8,11
139,2020-06-07,0,0,0,0,70000,21.3,18.5,23.9,0.0,8.1,50.0,77.5,11
140,2020-06-08,0,0,0,0,70000,23.4,18.6,29.7,0.0,7.6,50.0,62.8,11
141,2020-06-09,0,0,0,0,70000,26.7,22.2,30.1,0.0,7.3,110.0,64.1,11
142,2020-06-10,0,0,0,0,70000,24.7,22.7,28.9,0.4,4.6,270.0,76.5,11
143,2020-06-11,0,0,0,0,70000,24.5,21.6,28.9,0.0,5.4,290.0,85.1,11
144,2020-06-12,0,0,0,0,70000,22.7,21.1,24.2,1.1,4.4,50.0,92.1,11
145,2020-06-13,0,0,1,0,70000,25.6,22.8,29.6,24.3,7.5,250.0,88.5,11
146,2020-06-14,0,0,1,0,70000,24.2,20.8,27.7,26.0,7.5,250.0,91.9,11
147,2020-06-15,0,0,0,0,70000,22.2,20.2,25.0,0.0,3.5,250.0,86.3,11
148,2020-06-16,0,0,0,0,70000,23.3,21.4,26.9,0.0,4.4,290.0,82.8,11
149,2020-06-17,0,1,0,0,70000,20.9,18.3,23.2,30.9,4.2,20.0,91.0,11
150,2020-06-18,0,0,0,0,70000,19.5,18.3,22.5,49.3,7.4,70.0,95.8,11
151,2020-06-19,0,3,0,0,70000,19.9,18.3,22.6,11.4,4.7,20.0,91.8,11
152,2020-06-20,0,0,0,0,70000,21.9,19.7,24.9,0.0,6.8,50.0,78.9,11
153,2020-06-21,0,0,0,0,70000,21.8,20.1,24.3,0.0,7.3,50.0,81.8,11
154,2020-06-22,0,0,0,0,70000,22.7,20.1,28.9,0.0,7.8,50.0,82.6,11
155,2020-06-23,0,0,0,0,70000,25.6,20.0,30.9,0.0,4.4,320.0,66.6,11
156,2020-06-24,0,0,0,0,70000,24.9,21.9,27.1,38.3,4.2,270.0,83.1,11
157,2020-06-25,0,0,1,0,70000,22.9,21.6,24.9,14.2,4.9,250.0,93.3,11
158,2020-06-26,0,0,0,0,70000,22.9,20.7,25.4,0.0,3.4,20.0,82.0,11
159,2020-06-27,0,0,0,0,70000,23.1,20.8,26.8,0.1,5.3,50.0,89.9,11
160,2020-06-28,0,0,0,0,70000,23.5,20.5,28.7,0.0,4.8,290.0,80.4,11
161,2020-06-29,0,0,0,0,70000,23.2,19.1,27.6,25.1,12.8,270.0,87.4,11
